Statistical profiling result from isolate-0x105800000-5647-v8.log, (40014 ticks, 2833 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *isUint8Array internal/util/types.js:22:22
      1    0.0%    0.0%  LazyCompile: *isInsideNodeModules internal/util.js:345:29
      1    0.0%    0.0%  LazyCompile: *innerOk assert.js:361:17
      1    0.0%    0.0%  LazyCompile: *getDefaultTriggerAsyncId internal/async_hooks.js:286:34
      1    0.0%    0.0%  LazyCompile: *get status /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/koa/lib/response.js:73:13
      1    0.0%    0.0%  LazyCompile: *get net.js:1664:6
      1    0.0%    0.0%  LazyCompile: *get method /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/koa/lib/request.js:122:13
      1    0.0%    0.0%  LazyCompile: *freeThreadID /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/react-dom/cjs/react-dom-server.node.development.js:590:22
      1    0.0%    0.0%  LazyCompile: *emitBeforeScript internal/async_hooks.js:353:26
      1    0.0%    0.0%  LazyCompile: *easySock.isReceiveComplete /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node/rpc/rpc-client.js:59:38
      1    0.0%    0.0%  LazyCompile: *dirname path.js:1127:10
      1    0.0%    0.0%  LazyCompile: *createUnsafeBuffer buffer.js:131:28
      1    0.0%    0.0%  LazyCompile: *createMarkupForRoot /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/react-dom/cjs/react-dom-server.node.development.js:1025:29
      1    0.0%    0.0%  LazyCompile: *createContext /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/koa/lib/application.js:175:16
      1    0.0%    0.0%  LazyCompile: *callFinal _stream_writable.js:673:19
      1    0.0%    0.0%  LazyCompile: *_unrefTimer net.js:386:52
      1    0.0%    0.0%  LazyCompile: *_onceWrap events.js:313:19
      1    0.0%    0.0%  LazyCompile: *Socket._write net.js:789:35
      1    0.0%    0.0%  LazyCompile: *FastBuffer internal/buffer.js:943:1
      1    0.0%    0.0%  LazyCompile: *ColumnItems /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/components/column-items.jsx:3:18
      1    0.0%    0.0%  LazyCompile: *Buffer buffer.js:257:16
      1    0.0%    0.0%  LazyCompile: *<anonymous> :10:29

 [C++]:
   ticks  total  nonlib   name
  23589   59.0%   59.6%  T __ZNK2v88internal5Scope17ContextLocalCountEv
